1971,95
1972,90
1973,94
1974,95
1975,90
1976,103
1977,121
1978,117
1979,104
1980,86
1981,100
1982,56
1983,107
1984,92
1985,113
1986,85
1987,91
1988,93
1989,98
1990,88
1991,91
1992,108
1993,95
1994,74
1995,107
1996,96
1997,49
1998,70
1999,52
2000,108
2001,56
2002,83
2003,77
2004,97
2005,94
2006,67
2007,122
2008,104
2009,88
2010,112
2011,69
2012,101
2013,121
2014,105
2015,62
2016,81
2017,93
2018,97
